問卷編號,"性別(男:0, 女:1)",出生年,年齡,CIAS_1,CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
12984,0,89,10,2,1,2,2,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,1,2,1
12985,0,88,11,4,1,4,4,4,4,1,1,1,3,3,4,4,2,2,4,4,3,4,4,4,3,4,4,4,4
12986,0,88,11,3,1,4,1,4,4,1,1,3,1,4,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1
12987,0,88,11,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2
12988,0,88,11,4,1,2,1,1,3,2,1,1,3,1,1,2,1,3,1,1,1,2,3,3,2,1,1,1,1
12989,1,88,11,4,1,3,2,2,4,3,1,2,1,1,2,3,3,4,1,1,3,2,1,3,4,2,1,2,1
12990,1,88,11,1,2,1,3,1,1,1,2,1,2,2,1,3,2,1,2,1,1,1,3,2,1,1,1,1,1
12991,0,88,11,1,3,3,4,3,4,4,4,4,3,3,2,2,3,2,2,2,2,3,3,2,2,3,3,3,3
12992,0,89,10,3,1,2,1,3,3,4,1,3,2,3,1,2,1,3,2,1,1,3,1,1,1,1,3,1,1
12993,1,89,10,3,4,3,2,1,4,4,1,3,3,3,2,3,3,2,3,3,3,,1,2,2,1,2,1,1
12994,1,88,11,4,4,1,4,1,4,4,1,4,4,1,4,1,1,3,1,4,4,1,1,4,1,1,1,1,4
12995,1,88,11,4,4,4,4,1,1,4,1,1,2,2,4,3,1,4,1,1,1,2,1,4,4,1,1,1,1
12996,1,89,10,3,3,3,3,3,3,3,1,3,3,2,2,3,2,3,3,3,3,3,3,2,3,2,2,2,2
12997,1,86,13,2,3,3,1,1,4,2,1,2,1,3,2,1,1,1,2,2,2,3,1,2,2,1,2,2,1
12998,1,87,12,4,4,2,3,4,4,2,1,1,3,4,1,3,4,1,4,1,3,4,4,2,2,4,4,4,4
12999,1,86,13,3,3,4,4,4,4,3,4,2,2,3,3,2,3,3,2,2,2,1,2,3,4,3,3,2,3
13000,1,86,13,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
13001,1,87,12,3,2,3,2,3,3,2,2,1,2,2,1,1,1,3,2,2,1,2,,3,2,2,2,3,3
13002,0,87,12,3,2,3,1,4,2,3,2,2,2,2,1,1,1,3,2,1,1,2,4,2,2,3,2,1,1
13003,0,86,13,1,4,1,1,4,1,1,1,1,4,4,1,1,1,1,4,4,4,4,3,1,1,1,1,1,1
13004,0,86,13,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2
13005,1,87,12,4,4,4,1,4,4,1,1,2,1,1,3,4,1,4,2,1,1,4,3,2,4,2,1,1,4
13006,0,87,12,1,4,4,4,4,4,3,4,3,4,4,3,1,4,2,4,2,2,4,4,3,4,4,4,3,2
13007,1,87,12,3,1,2,1,3,3,2,1,1,2,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1
13008,0,86,13,3,2,2,3,1,2,3,1,1,1,2,2,1,1,1,2,2,1,3,4,3,2,1,1,1,1
13009,1,87,12,3,4,3,3,3,3,1,1,4,3,2,1,1,1,2,2,4,2,1,4,3,1,1,2,4,2
13010,0,87,12,3,4,2,1,1,3,1,1,2,3,2,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1
13011,1,86,13,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,,4,4,2,1,2,1
13012,1,86,13,2,3,1,4,3,4,1,1,1,2,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1
13013,1,86,13,1,1,2,4,1,4,1,1,2,1,4,1,2,1,2,4,3,1,4,2,1,4,1,2,1,1
13014,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13015,0,87,12,3,3,2,4,2,2,1,1,3,1,1,2,1,1,3,3,2,3,2,4,1,1,2,1,1,2
13016,0,87,12,3,1,4,2,1,1,1,1,4,1,1,1,1,1,4,1,4,2,1,1,4,1,1,4,1,1
13017,0,87,12,4,3,1,1,3,2,2,1,3,1,3,1,3,1,3,1,1,1,2,3,3,3,1,1,1,1
13018,0,86,13,4,1,1,4,4,4,2,1,1,1,1,1,3,1,1,1,1,1,1,3,1,4,4,1,1,3
13019,0,86,13,3,1,2,2,2,2,2,1,3,1,2,2,1,1,1,1,2,3,2,1,2,2,2,2,2,1
13020,1,87,12,1,1,2,2,1,2,2,1,2,1,2,2,3,1,3,1,2,2,2,1,3,1,1,1,1,1
13021,1,87,12,3,2,3,2,3,3,2,1,2,3,4,1,2,1,1,2,3,2,3,2,2,2,1,1,1,1
13022,1,86,13,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1
13023,1,87,12,3,3,2,2,2,3,3,1,2,1,2,2,3,2,4,1,2,3,2,1,2,2,1,1,1,2
13024,1,86,13,3,2,3,4,2,4,2,1,3,1,1,1,2,1,2,2,2,2,3,2,2,2,1,2,2,2
13025,1,87,12,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
13026,0,87,12,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,3,2,2,2,1,2
13027,0,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13028,0,89,10,4,4,4,4,4,4,4,4,4,4,4,1,1,4,3,4,1,2,4,4,1,2,1,4,1,2
13029,1,88,11,2,3,4,1,2,1,2,1,4,2,4,3,1,2,1,1,1,4,1,4,,4,1,1,4,1
13030,0,89,10,2,3,2,3,3,2,4,1,3,3,2,3,3,4,1,4,2,4,4,1,4,4,3,4,3,4
13031,1,88,11,3,3,3,3,4,3,3,3,3,3,3,3,4,2,2,3,3,3,3,2,4,3,3,3,3,3
13032,1,88,11,2,3,2,,,3,2,4,1,3,3,2,3,2,1,3,2,4,2,3,3,3,3,3,2,3
13033,0,89,10,1,2,2,3,1,4,1,1,4,1,1,3,2,2,2,3,1,4,3,3,1,1,2,3,3,1
13034,1,89,10,4,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1
13035,1,89,10,3,3,3,4,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3,4,4,3,3
13036,1,88,11,3,3,4,2,1,2,2,3,3,2,2,3,2,1,2,1,1,1,1,1,1,3,1,1,2,3
13037,1,89,10,4,1,1,1,1,3,4,2,4,,3,4,3,4,3,2,1,1,1,1,3,3,3,4,4,1
13038,1,89,10,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13039,0,88,11,3,3,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13040,0,89,10,4,3,3,3,4,3,3,3,3,3,3,2,4,1,,2,2,3,2,2,3,3,3,3,3,3
13041,0,88,11,3,4,3,3,3,4,3,3,3,3,3,3,3,4,2,1,3,3,3,4,4,4,4,3,3,2
13042,0,89,10,2,3,2,1,4,3,2,3,4,4,1,4,3,2,3,4,2,3,2,1,3,2,1,3,1,3
13043,0,89,10,4,3,4,4,3,3,2,1,2,3,4,3,3,3,3,4,1,1,2,3,2,3,,3,4,4
13044,0,89,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13045,0,89,10,1,3,2,,4,4,3,3,2,2,2,2,2,2,2,3,4,3,3,3,2,2,2,2,2,3
13046,0,88,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,1,1,1,4,4,4,1
13047,1,89,10,1,4,1,1,3,1,3,1,2,2,4,4,1,1,1,2,1,1,2,1,1,2,1,1,1,1
13048,1,89,10,4,2,1,4,1,4,2,1,4,2,1,3,2,1,3,4,1,1,1,2,1,4,1,1,2,1
13050,0,88,11,3,2,3,2,2,3,3,2,2,2,2,3,3,2,3,3,3,2,,,2,2,2,2,2,2
13051,1,89,10,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3
13052,1,89,10,3,3,4,3,2,3,3,2,2,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2
13053,1,89,10,2,3,2,3,3,3,2,1,2,2,2,1,2,2,1,3,2,2,1,1,2,3,2,,1,1
13054,1,89,10,4,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1
13055,1,86,13,2,2,3,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1
13056,0,87,12,1,3,1,2,3,1,4,1,2,2,1,1,1,1,4,1,3,3,1,1,1,1,1,1,1,1
13057,1,87,12,4,4,4,4,4,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,1,4,2,4,2,1
13058,0,86,13,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
13059,1,87,12,4,2,3,1,3,4,2,1,3,2,2,4,3,1,3,2,4,4,3,1,4,2,1,3,3,1
13060,1,86,13,2,2,2,3,2,4,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2
13061,1,87,12,1,3,1,4,4,2,1,1,1,2,2,1,4,1,1,3,3,1,1,4,2,1,1,1,1,1
13062,0,87,12,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13063,0,86,13,4,4,1,4,4,4,1,1,1,4,4,4,3,4,1,4,4,2,4,4,1,4,2,4,3,1
13064,0,86,13,4,4,1,1,4,4,3,1,1,3,3,1,2,1,1,4,3,4,4,3,1,4,1,3,1,1
13065,0,87,12,1,3,2,3,3,2,3,1,2,2,2,1,1,1,3,3,1,2,4,3,2,3,2,2,2,1
13066,1,87,12,4,3,2,4,1,3,2,1,2,1,2,1,2,1,1,2,1,1,1,1,3,2,1,1,1,1
13067,0,86,13,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13068,0,86,13,3,3,4,4,3,2,3,1,3,2,3,2,3,4,3,3,2,2,2,3,3,3,2,3,2,1
13069,1,87,12,2,2,2,2,2,3,2,2,3,3,3,3,3,2,3,2,2,2,3,3,2,3,2,2,2,2
13070,0,86,13,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2
13071,1,87,12,2,3,3,2,3,3,1,1,2,2,2,3,2,1,2,2,1,2,2,1,2,1,1,1,2,1
13072,1,87,12,4,1,4,1,1,1,4,1,1,1,1,4,1,1,4,1,4,4,1,1,1,1,1,1,1,1
13073,0,87,12,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,1,1
13074,1,87,12,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13075,1,86,13,3,3,3,3,3,4,3,4,2,2,3,2,2,2,3,3,3,3,2,2,3,3,1,3,3,1
13076,0,86,13,2,4,2,3,,4,2,1,2,3,2,2,4,1,2,3,1,1,1,2,4,3,2,3,2,3
13077,0,86,13,4,3,3,4,3,2,2,1,2,3,3,1,2,1,4,4,1,3,1,1,4,2,1,1,3,1
13078,0,86,13,1,2,1,3,3,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1
13079,1,87,12,4,3,2,2,4,4,2,1,1,2,2,3,2,2,1,1,2,2,4,1,2,4,1,1,1,1
13080,1,87,12,3,2,2,1,3,3,1,1,1,1,1,1,2,1,3,1,4,4,1,1,4,2,1,2,4,1
13081,1,86,13,3,4,4,4,2,4,2,2,4,3,2,1,4,2,3,3,2,2,2,1,3,2,3,3,2,3
13081,1,86,13,3,4,4,4,2,4,2,2,4,3,2,1,4,2,3,3,2,2,2,1,3,2,3,3,2,3
13082,0,86,13,2,4,1,1,2,4,4,4,4,1,4,1,3,1,2,2,1,1,3,2,2,3,2,4,4,4
13083,1,86,13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2
13084,0,87,12,1,2,2,3,4,2,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3
13085,0,86,13,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,2
13086,1,87,12,3,4,3,4,4,4,4,4,4,4,3,1,1,2,4,4,4,3,4,4,1,3,4,3,3,3
13087,0,87,12,3,4,3,3,3,3,3,3,4,2,3,2,1,3,3,3,2,3,3,3,2,3,1,3,3,1
13088,0,87,12,2,1,3,3,4,4,2,1,3,1,1,1,2,2,2,1,3,2,3,1,2,2,2,1,1,2
13089,1,87,12,2,4,2,4,3,4,4,1,3,4,4,3,1,4,1,4,2,3,4,4,2,1,2,4,3,2
13090,0,87,12,3,2,1,3,2,3,1,1,1,1,2,3,2,1,2,3,2,1,1,1,2,4,1,1,2,1
13091,0,86,13,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1
13092,0,86,13,2,2,3,2,4,4,3,3,4,3,3,2,3,1,2,3,2,2,3,1,3,4,3,3,2,1
13093,1,86,13,4,3,4,3,3,3,3,1,3,3,3,2,3,3,2,3,1,3,3,2,3,3,2,2,3,4
13094,0,87,12,2,2,3,2,2,3,2,2,3,2,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,1
13095,0,86,13,2,4,2,4,4,3,3,2,2,4,4,3,3,4,1,4,1,1,3,4,1,2,1,1,1,1
13096,0,86,13,2,1,3,3,1,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2
13097,1,87,12,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
13098,1,86,13,2,2,2,2,4,3,2,1,2,4,4,2,3,4,2,4,2,2,3,3,3,2,2,2,2,2
13099,0,86,13,3,1,2,2,1,3,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,4,1,2,2,1
13100,1,86,13,2,2,2,2,2,3,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1
13101,0,87,12,3,2,3,2,2,3,2,1,2,2,2,2,2,1,3,2,3,2,2,2,3,4,2,2,2,2
13102,1,87,12,2,3,2,4,1,3,4,1,3,2,2,3,4,1,2,3,2,4,4,3,2,4,2,4,1,1
13103,0,87,12,3,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,2,4,1,1,1,1
13104,1,87,12,3,2,2,3,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2
13105,1,86,13,4,1,4,4,4,3,3,4,3,2,3,,4,3,4,4,3,2,1,3,3,2,4,4,4,3
13106,0,87,12,4,3,4,1,1,2,4,1,4,1,3,4,3,2,1,3,3,3,2,3,4,3,3,2,3,4
13107,0,86,13,3,3,3,3,3,4,4,2,3,2,2,2,2,3,3,3,3,3,2,4,2,3,2,4,4,2
13108,1,87,12,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13109,0,87,12,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
13110,1,86,13,2,4,4,4,4,1,1,4,2,4,2,1,1,1,1,2,1,1,4,4,1,4,4,4,1,1
13111,0,87,12,2,1,3,3,1,4,2,1,3,3,1,1,3,1,3,1,1,2,2,2,4,2,1,2,2,1
13112,0,87,12,4,4,1,4,4,2,2,1,4,4,2,1,1,3,1,1,4,3,4,1,4,2,4,4,1,1
13113,0,87,12,3,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
13114,1,87,12,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
13115,1,87,12,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13116,1,86,13,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13117,0,88,11,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
13118,0,88,11,2,2,1,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
13119,0,88,11,3,1,2,1,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1
13120,0,89,10,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,2,4,3,2,4,4,3,4,4,3
13121,0,89,10,3,2,3,2,1,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,3,3,2,2,2,2
13122,0,89,10,1,4,2,,1,1,3,1,4,3,2,1,1,1,1,1,1,1,1,1,4,3,1,2,1,2
13123,1,88,11,1,4,2,3,3,4,2,1,2,2,1,2,1,4,1,3,1,1,2,4,1,3,1,3,1,1
13124,1,89,10,3,3,4,4,2,3,4,1,1,2,2,2,2,1,2,4,3,3,3,4,4,2,3,3,1,1
13125,0,89,10,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,3,2,3,3,3,2,2,2
13126,1,89,10,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,3,3,2,3,3,3,3,3
13127,1,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1
13128,0,89,10,4,1,1,1,1,2,1,1,1,2,1,3,2,1,4,1,4,3,1,1,4,1,1,1,1,1
13129,1,88,11,3,3,2,2,1,2,1,1,1,2,2,2,1,1,2,3,3,3,2,1,2,1,1,1,2,2
13130,1,89,10,3,3,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,2,2
13131,1,88,11,3,2,2,2,1,1,3,2,2,2,1,3,3,3,4,2,2,3,2,2,3,2,2,2,1,2
13132,0,87,12,3,2,3,2,2,4,3,1,1,1,1,2,2,1,4,1,1,3,1,1,3,3,1,1,3,3
13133,1,87,12,1,1,4,1,1,4,1,1,3,3,1,1,1,1,2,1,1,1,2,3,1,2,3,3,1,1
13134,0,88,11,3,2,2,2,2,3,3,2,2,2,3,2,1,1,2,2,2,2,3,2,2,3,2,2,3,2
13135,0,87,12,3,3,2,4,1,3,3,1,2,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
13136,0,88,11,2,4,2,3,3,1,4,1,1,1,4,2,2,2,4,2,4,4,1,1,4,1,1,4,1,4
13137,0,88,11,2,2,2,1,3,3,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1
13138,0,88,11,4,3,2,2,3,4,4,4,1,2,2,4,4,4,1,1,2,4,4,4,1,4,1,3,1,1
13139,0,88,11,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
13141,0,87,12,4,3,4,2,2,4,4,1,4,4,4,4,4,2,4,2,2,1,4,4,4,4,4,4,4,4
13142,0,88,11,3,2,4,3,2,3,3,3,3,3,3,3,3,3,3,,1,2,3,2,2,3,3,3,3,2
13143,0,88,11,3,2,4,3,3,2,3,1,2,3,1,4,2,3,4,1,4,3,2,4,3,1,4,2,3,2
13144,1,87,12,4,3,2,3,2,2,2,1,2,2,2,1,2,1,3,1,1,2,1,1,3,2,1,1,1,4
13145,1,88,11,4,3,1,2,3,3,4,1,4,1,4,1,1,1,1,1,2,4,2,3,4,4,1,1,2,1
13146,0,88,11,4,4,2,1,2,4,2,4,3,1,2,1,3,4,1,3,1,1,1,2,4,3,1,2,4,3
13147,1,87,12,3,1,1,1,1,1,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
13148,1,87,12,2,2,3,2,2,2,2,1,2,2,2,2,2,3,2,3,2,3,3,2,2,2,1,3,1,1
13149,1,87,12,3,2,3,1,1,4,3,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
13150,1,86,13,3,1,2,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,,2,1
13151,1,87,12,3,4,2,3,,4,3,1,3,3,2,2,3,1,1,3,1,2,1,4,1,3,1,1,1,1
13152,1,87,12,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,2,2
13153,1,87,12,3,3,2,3,2,1,3,1,3,1,,3,2,1,1,1,1,1,1,1,3,4,4,1,4,1
13154,0,88,11,1,2,1,1,1,2,1,2,1,1,1,1,1,4,1,1,1,1,4,4,1,3,1,4,1,1
13155,0,88,11,1,2,1,1,1,2,1,2,1,1,1,1,1,4,1,1,1,1,4,4,1,3,1,4,1,1
13156,1,89,10,1,4,3,1,4,1,4,2,3,1,1,3,2,3,2,4,1,4,1,3,1,3,2,1,4,1
13157,1,89,10,2,4,2,3,2,2,3,1,2,1,1,3,2,4,1,4,1,3,2,4,1,4,3,2,1,1
13158,1,89,10,2,1,2,1,1,3,2,1,3,4,2,1,3,1,2,4,2,3,4,2,3,2,2,1,2,
13159,1,89,10,2,1,2,1,1,2,4,1,2,1,2,1,1,3,2,2,1,2,3,1,3,2,1,1,1,1
13160,0,89,10,3,2,4,2,4,3,4,3,4,1,3,4,3,3,3,3,2,4,3,2,2,2,3,3,2,2
13161,0,88,11,3,2,3,3,3,3,2,4,3,2,4,2,1,3,2,3,4,3,2,2,4,4,3,2,2,3
13162,1,89,10,1,4,3,3,2,3,1,3,2,4,1,2,3,4,3,3,4,3,3,2,3,2,3,2,3,3
13163,1,89,10,3,1,2,4,1,1,3,1,4,2,2,3,2,3,2,2,4,3,2,3,3,2,3,2,1,3
13164,0,89,10,2,1,3,2,4,1,3,2,4,3,2,3,2,4,2,1,3,2,4,2,2,4,2,3,1,3
13165,0,89,10,3,1,4,2,3,2,3,4,2,3,1,3,4,3,2,,3,2,3,2,1,3,2,4,1,2
13166,1,87,12,3,2,3,1,3,3,1,4,1,3,3,1,3,4,2,3,1,3,2,2,2,4,4,2,3,3
13167,1,89,10,1,2,3,2,3,1,3,,3,1,3,2,3,3,,4,1,4,1,4,4,1,4,1,4,4
13168,0,88,11,3,2,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,2,2,2,3,2,2,3,2,3
13169,1,89,10,2,2,1,2,1,4,3,2,3,1,1,2,3,4,2,4,3,2,,1,3,2,4,3,1,3
13170,1,89,10,2,3,2,4,1,1,4,2,4,2,1,3,4,1,4,1,4,1,4,1,4,2,2,2,1,3
13171,1,89,10,3,2,1,4,3,2,1,4,2,3,1,3,4,2,3,2,3,1,4,2,1,3,2,4,1,3
13172,1,89,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,1,3,2,1,4,2,1,3,1
13173,0,88,11,2,3,4,1,3,2,3,4,1,3,2,3,1,3,2,4,3,2,1,3,3,2,3,2,3,4
13174,0,88,11,3,2,3,1,2,3,1,3,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
13175,1,89,10,3,1,4,1,3,3,1,4,1,4,2,4,3,2,1,3,2,4,3,2,3,2,4,2,3,3
13176,1,89,10,3,1,4,1,3,3,1,4,1,4,3,2,4,1,2,2,3,4,3,2,2,4,2,3,2,2
13177,1,89,10,3,1,3,1,1,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1
13178,1,89,10,3,1,3,1,1,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1
13179,1,89,10,1,2,3,2,4,1,2,4,2,1,2,3,2,4,2,3,2,3,4,2,3,1,3,2,4,2
13180,1,89,10,2,3,2,3,1,4,3,4,3,2,3,2,3,2,4,3,2,4,2,3,1,3,4,1,3,2
13181,0,89,10,3,2,3,2,2,4,3,2,1,2,3,2,3,2,3,2,3,3,4,3,1,3,1,2,2,3
13182,0,89,10,4,3,3,3,2,3,3,2,1,2,2,2,3,2,3,1,2,3,4,3,4,3,2,3,2,3
13183,0,86,13,1,3,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4
13184,0,87,12,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
13185,1,87,12,1,1,2,3,2,3,1,1,2,2,2,2,1,1,3,1,2,2,2,1,2,3,1,3,1,1
13186,0,87,12,3,1,3,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1
13187,0,86,13,2,3,1,1,3,3,1,1,1,1,2,2,1,3,2,3,2,3,3,2,2,3,2,2,3,1
13188,0,87,12,3,2,3,2,2,3,3,1,2,2,2,2,2,2,3,1,3,3,2,2,2,3,2,2,2,2
13189,1,87,12,2,4,1,3,4,1,3,1,1,4,2,3,1,2,3,4,2,3,4,4,2,3,2,3,4,2
13190,1,87,12,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13191,0,87,12,3,2,2,2,2,3,1,1,1,3,1,1,2,1,2,2,3,4,3,4,1,1,1,1,1,1
13192,1,87,12,1,1,2,1,3,1,3,1,1,1,1,1,1,1,3,1,2,1,1,3,2,2,1,1,1,1
13193,1,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13194,0,86,13,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2
13195,0,86,13,3,2,3,2,2,2,2,,,,2,2,3,2,3,2,2,2,3,3,3,2,2,3,2,2
13196,1,87,12,3,2,3,2,2,3,2,1,2,3,2,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2
13197,0,87,12,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
13198,1,87,12,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13199,0,86,13,1,4,2,3,3,3,2,1,1,1,2,1,1,2,1,3,1,1,2,3,1,1,1,2,1,1
13200,1,86,13,2,2,2,2,2,3,2,1,2,2,2,1,1,1,3,2,1,1,2,1,2,3,1,1,1,1
13201,1,87,12,3,3,2,2,2,2,1,1,1,2,2,1,3,1,1,2,3,2,3,1,2,2,2,2,2,2
13202,1,87,12,2,1,2,3,2,4,4,1,2,1,3,3,3,2,3,2,3,3,2,1,2,3,2,2,2,2
13203,0,86,13,4,4,1,4,4,1,4,1,1,4,4,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1
13204,0,87,12,3,2,4,3,2,2,2,1,2,1,2,1,2,1,4,1,2,3,3,1,1,3,2,2,1,1
13205,0,87,12,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
13206,0,87,12,4,3,1,3,4,2,1,1,4,3,2,1,1,1,1,3,1,1,1,2,3,3,1,1,1,1
13207,1,87,12,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13208,1,87,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
13209,0,86,13,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13210,0,88,11,4,4,1,4,4,1,1,1,1,4,3,1,2,1,1,4,1,1,2,4,1,1,1,4,1,1
